Majority protein IDs- with isoform information,Replicate,Ratio H/L 1,Ratio H/L 2,Ratio H/L 3,Ratio H/L 4,Ratio H/L 5,Ratio H/L 6,Ratio H/L 7,Ratio H/L 8,Ratio H/L 9,Ratio H/L 10,Ratio H/L 11,Ratio H/L 12,Ratio H/L 13,Ratio H/L 14,Ratio H/L 15,Ratio H/L 16,Ratio H/L 17,Ratio H/L 18,Ratio H/L 19,Ratio H/L 20,Ratio H/L 21,Ratio H/L 22,Ratio H/L 23,Ratio H/L 24,Ratio H/L 25,Ratio H/L 26,Ratio H/L 27,Ratio H/L 28,Ratio H/L 29,Ratio H/L 30,Ratio H/L 31,Ratio H/L 32,Ratio H/L 33,Ratio H/L 34,Ratio H/L 35,Ratio H/L 36,Ratio H/L 37,Ratio H/L 38,Ratio H/L 39,Ratio H/L 40,Ratio H/L 41,Ratio H/L 42,Ratio H/L 43,Ratio H/L 44,Ratio H/L 45,Ratio H/L 46,Ratio H/L 47,Ratio H/L 48,Ratio H/L 49,Ratio H/L 50,Ratio H/L 51,Ratio H/L 52,Ratio H/L 53,Ratio H/L 54,Ratio H/L 55
Q14103-3,3,0.1582,0.2822,0.35497,0.78606,1.3988,1.8785,3.1848,5.1394,4.9169,4.9522,3.7067,2.7321,2.0294,1.7407,1.1875,0.90336,0.71004,0.69648,0.512,0.59957,0.58415,0.64501,0.57463,0.49368,0.39245,0.57326,0.43175,0.51205,0.47028,0.54926,0.52581,0.58414,0.54737,0.56111,0.6096,0.62166,0.64801,0.66699,0.73264,0.95567,1.1036,1.3171,1.6288,2.1202,2.2045,2.5637,2.7783,2.2794,2.3811,2.8217,1.8567,1.8353,1.3485,1.2032,0.83577
Q14137,3,NaN,0.63555,1.8913,1.8708,1.6257,NaN,NaN,0.6534,0.77455,0.54121,NaN,0.9238,NaN,NaN,0.46073,0.23772,0.29592,0.72178,0.28193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.66463,NaN,0.75419,0.71468,0.78068,0.61446,0.95693,1.1846,1.2373,1.3293,1.3248,1.3595,1.8443,2.6407,2.8399,1.7897,1.8911,1.9404,0.93126,NaN,2.1328,2.979,3.3604,3.6595,NaN,3.4076,2.1282
Q14139,3,0.31033,0.63433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.36454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2196,1.5278,1.5394,1.5632,3.2455,3.8225,2.5981,2.4916,2.3464,2.1492,3.4538,1.8117,3.5216,3.0803,4.7164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14141,3,0.052833,0.13005,0.32618,0.61095,0.33275,0.25396,0.24665,0.28457,0.27254,0.34881,0.45641,0.71101,1.317,3.8859,5.7762,6.3257,5.0497,4.7721,3.2735,2.4391,3.0651,3.4603,2.4777,2.0592,1.3981,2.1089,1.7263,2.219,2.6836,2.8298,2.8069,3.3282,2.5692,2.0957,1.7507,1.4833,1.0873,0.92333,0.81007,0.73362,0.65261,0.71682,0.52285,0.58753,0.52807,0.59031,0.5789,0.41789,0.2232,0.36514,0.29084,0.26022,0.23434,0.34091,0.36192
Q14149,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.99892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.82056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14152,3,0.20845,0.49323,1.6257,4.2182,4.2546,4.5027,4.2188,3.7454,3.2771,3.3071,3.3019,4.5472,5.4533,5.1078,3.7717,1.7346,0.63541,0.33969,0.24638,0.25645,0.32119,0.23734,0.20904,0.22866,0.28131,0.19168,0.13344,0.28768,0.20609,0.18696,0.1283,0.26977,0.18788,0.17884,0.10371,0.16448,0.10723,0.21995,0.1074,NaN,0.095299,0.25502,0.095433,0.18055,0.17488,0.14036,0.14256,0.20507,0.16505,NaN,0.11809,0.17058,NaN,NaN,0.12664
Q14153,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2473,NaN,1.5642,1.6238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14157-1,3,1.2441,2.0829,2.1988,5.7119,NaN,NaN,NaN,NaN,NaN,0.57528,NaN,NaN,NaN,NaN,NaN,0.56312,0.71747,NaN,1.3144,1.538,1.5599,2.0294,1.7554,2.9274,3.1657,3.1074,3.4414,3.8715,4.6831,4.413,4.5572,4.7055,4.1554,4.8808,3.6014,4.1599,4.3363,1.8185,3.3096,4.0443,4.8341,5.3323,4.0298,5.1697,3.2114,3.4131,3.0997,2.7658,2.4443,2.5849,2.0355,2.2407,NaN,2.1219,1.832
Q14160-2,3,0.58179,NaN,NaN,NaN,1.6169,NaN,NaN,NaN,NaN,NaN,NaN,0.9681,NaN,NaN,NaN,1.3303,1.6685,1.7038,1.2004,1.8418,NaN,1.2785,2.0403,2.3924,1.9128,2.4679,2.7009,2.1847,2.769,2.6546,2.1161,2.4748,NaN,2.0275,NaN,NaN,NaN,2.1028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14161-8,3,0.66482,1.0124,0.84063,2.2407,0.60306,0.61778,0.55688,0.87796,0.72542,1.6224,0.87001,1.1386,2.3979,0.42515,1.4901,1.2856,1.6737,2.018,1.7644,2.0028,1.9315,1.7929,1.7172,1.274,0.91606,NaN,1.021,1.7309,NaN,NaN,NaN,NaN,1.2522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14166,3,0.13312,0.093389,0.14939,0.26097,0.16134,0.13066,0.1419,0.14437,0.21144,0.20987,0.1094,0.15241,0.10167,0.1669,0.12635,0.24058,0.11678,0.18735,0.23006,0.16423,0.28786,0.18803,0.27125,0.22009,0.16084,0.31951,0.26379,0.1651,0.19416,0.23152,0.24044,0.25283,0.27969,0.27352,0.39692,0.44754,0.5813,0.68419,0.85736,1.2357,1.7172,2.7514,3.0836,5.4267,5.3192,5.0921,2.7354,1.9052,1.0427,0.85261,0.51524,0.41001,0.36762,0.32026,0.18193
Q14181,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.43233,NaN,NaN,NaN,NaN,NaN,NaN,0.41623,0.62553,NaN,NaN,NaN,1.2453,1.2433,1.7859,1.7249,1.4145,1.3711,1.1488,1.3511,1.3732,1.6215,1.7396,1.7705,2.2987,2.3901,3.2294,2.7161,2.0359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.69558,1.5202,NaN,1.6665,1.9766
Q14197,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.93439,2.0932,1.7168,2.438,2.1368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14204,3,0.51021,1.3831,1.9337,2.0381,1.6036,1.6927,2.2717,2.8817,2.8198,4.6159,4.2526,3.1226,1.374,0.84213,0.54608,0.49208,0.4392,0.45254,0.44085,0.26811,0.4139,0.34328,0.36576,0.24408,0.39035,0.079445,0.2413,0.76094,0.45623,0.37226,0.71399,0.29319,0.34965,0.26869,0.80076,1.7008,0.52243,0.26264,0.76495,0.91028,NaN,NaN,0.19365,0.54542,NaN,0.064902,0.24768,NaN,0.2804,NaN,NaN,NaN,NaN,NaN,NaN
Q14207,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14240,3,0.25676,0.54176,NaN,1.4524,1.1814,1.3219,2.1316,1.3458,1.3583,1.1594,1.034,0.98963,NaN,NaN,0.82127,NaN,0.92186,1.6474,1.7877,1.896,2.1115,2.7427,2.0365,1.4709,1.168,NaN,NaN,NaN,0.86439,0.78199,NaN,0.86159,0.58661,0.72372,0.75559,0.8039,0.84301,NaN,NaN,NaN,1.6334,2.4598,1.8392,1.7236,NaN,0.94804,1.5004,1.1658,NaN,NaN,NaN,NaN,2.0221,2.815,NaN
Q14241,3,NaN,NaN,0.96095,2.7551,1.2579,NaN,NaN,0.87643,NaN,NaN,NaN,NaN,NaN,1.5004,6.0349,3.1083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14258,3,NaN,NaN,2.6813,3.5618,3.3639,2.3487,3.166,3.5342,3.4436,3.223,1.6383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.43195,0.35131,NaN,NaN,1.9036,1.371,1.2956,NaN,0.24609,0.19405
Q14331,3,NaN,1.5946,1.748,2.4098,1.9243,1.4242,1.4502,1.7398,1.9778,1.9257,1.2415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14444-2,3,0.78831,4.8468,3.192,5.239,4.2009,4.6653,6.3491,3.3919,3.915,2.8367,1.689,2.6328,2.0676,NaN,NaN,NaN,1.4482,NaN,NaN,NaN,NaN,NaN,NaN,2.1021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4869,1.7287,NaN,1.5259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14527-2,3,NaN,NaN,1.9127,4.4915,5.3939,3.4472,6.8807,1.2914,3.863,2.4841,2.3484,2.7069,1.5705,NaN,2.8386,1.8733,2.2928,3.728,3,NaN,NaN,NaN,NaN,3.4156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14558-2,3,0.37246,0.72994,1.3548,2.5706,1.7816,1.1557,NaN,0.91253,0.76588,0.87849,0.49651,0.3337,0.33954,NaN,NaN,0.38841,0.40732,0.43162,NaN,0.63961,NaN,NaN,0.41574,0.34846,NaN,0.64866,0.54125,0.65375,0.90208,NaN,0.96467,1.0695,1.1822,1.0962,1.2235,1.2002,1.1658,NaN,NaN,NaN,NaN,1.7292,1.3816,1.8168,NaN,2.0647,2.2831,2.1534,1.4497,1.6343,4.5345,2.5542,5.8816,5.9655,3.8131
Q14566,3,0.12505,0.10938,0.12695,0.27838,0.19038,0.14912,0.13775,0.12773,0.0896,0.20091,0.15613,0.13336,0.1643,0.1269,0.12467,0.085721,0.13081,0.25238,0.31215,0.3108,0.31343,0.37117,0.41344,0.56223,0.65073,1.4593,1.8315,2.8579,3.5784,3.1988,4.8518,5.5009,4.8994,5.2993,3.9954,3.1877,2.653,1.758,1.2443,1.0202,0.84738,0.71686,0.47312,0.43886,0.3858,0.33501,0.33338,0.19993,0.11928,0.23465,0.33052,0.17829,0.31495,0.18645,0.1597
Q14657,3,NaN,NaN,NaN,0.22482,NaN,NaN,NaN,0.13371,NaN,0.081485,NaN,NaN,0.11485,NaN,NaN,0.10996,0.13211,0.10883,0.11827,0.11921,NaN,0.23073,NaN,0.12608,NaN,NaN,NaN,0.30262,0.2884,0.32231,0.30692,0.46001,0.41229,0.39225,0.39905,0.46921,0.59921,0.79259,0.86455,NaN,1.1928,2.801,2.6305,3.7839,2.3043,1.7105,1.6068,0.77658,0.45881,1.3637,1.5501,1.2216,NaN,1.359,0.89255
Q14669-2,3,0.69465,NaN,1.9812,1.7852,2.7741,1.044,NaN,1.7111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5885,0.62221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3163,NaN,2.2028,NaN,1.7524,1.5437,1.1299,NaN,1.1316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14671-2,3,1.4402,2.1014,2.7807,1.9288,2.3244,1.7268,1.3122,1.4663,1.6823,1.3607,1.0546,1.3342,1.1266,1.2555,NaN,1.0292,0.82554,1.3733,1.4732,1.0963,NaN,NaN,NaN,1.116,NaN,NaN,NaN,1.1736,NaN,NaN,1.325,NaN,1.8771,0.8742,1.5447,2.2971,1.3949,2.3951,3.3116,NaN,NaN,2.4015,3.4603,NaN,NaN,3.5195,6.1364,4.4324,4.0738,4.0383,6.364,NaN,NaN,NaN,NaN
Q14676-4,3,NaN,NaN,NaN,4.3039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3574,1.978,1.8324,NaN,NaN,NaN,NaN,NaN,2.7561,1.7967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14677-3,3,1.2255,2.9441,5.5047,1.4585,1.7315,0.87816,0.62119,NaN,NaN,NaN,0.35875,NaN,0.54291,0.38179,0.31007,0.33021,0.33647,NaN,NaN,NaN,NaN,NaN,NaN,0.56965,0.41549,NaN,NaN,0.54609,NaN,0.61477,0.62759,NaN,0.64864,0.74921,NaN,0.9924,1.1312,2.8309,2.4417,2.2773,3.4101,3.2215,1.0441,1.4361,NaN,NaN,1.5673,NaN,NaN,1.5989,NaN,NaN,NaN,NaN,NaN
Q14683,3,1.2759,4.2719,4.4543,3.6796,4.5372,5.4773,3.3006,2.9415,3.4711,2.6131,1.544,2.0974,2.657,3.4072,3.5961,2.6035,3.3763,2.3758,2.1919,NaN,3.3238,1.4613,3.3315,2.6653,3.6172,NaN,NaN,0.59377,0.82368,NaN,NaN,NaN,1.9319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14684-2,3,NaN,NaN,3.919,3.3675,8.3944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14687-3,3,NaN,NaN,2.2199,NaN,2.2077,1.9554,2.8942,2.4243,2.9709,2.7267,2.0619,1.8021,2.275,1.859,2.3571,1.9645,2.5335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14691,3,0.19764,0.11251,0.15532,NaN,0.33323,NaN,NaN,NaN,0.5238,2.2508,0.38747,NaN,2.5182,0.38568,0.99168,0.17204,0.34727,NaN,NaN,0.63964,NaN,NaN,NaN,NaN,1.231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16843,0.43093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.47262,NaN,0.47516,NaN,NaN,NaN,0.78721,1.9389,2.9922,7.3136,6.0877,5.1073,5.2056,NaN
Q14692,3,NaN,NaN,2.536,4.1468,3.7628,NaN,2.402,2.9299,3.9541,1.2956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14694,3,NaN,1.1554,1.1996,1.3517,1.2913,1.1159,1.5144,1.4766,1.308,0.87576,1.0574,NaN,NaN,NaN,NaN,1.0759,1.106,1.0902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.91,NaN,NaN,1.6603,1.7766,1.3862,1.8966,NaN,NaN,NaN,1.5806,2.2656,0.96785,1.7687,NaN,NaN,NaN,1.0705,NaN,1.1515,0.40615,1.1673,0.66083
Q14697,3,0.11185,0.10899,0.19398,0.15775,0.26349,0.26674,0.22493,0.26906,0.1646,0.15707,0.13566,0.14612,0.1032,0.1883,0.10832,0.094137,0.10999,0.1164,0.14079,0.22009,0.31935,0.40726,0.28291,0.23204,0.15745,0.25116,0.22504,0.26175,0.29213,0.4682,1.078,3.2282,4.9838,4.7915,4.4074,2.9503,1.8595,0.8053,0.43077,0.34798,0.29831,0.31838,0.22191,0.23107,0.23417,0.21899,0.19659,0.17956,0.1431,0.29159,0.30528,0.46114,0.72587,1.1765,0.73938
Q14789,3,NaN,2.1609,3.644,NaN,NaN,NaN,5.989,3.9111,NaN,NaN,NaN,5.3988,1.7296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14790,3,0.3936,NaN,NaN,NaN,NaN,NaN,NaN,0.26869,NaN,0.28236,NaN,NaN,NaN,NaN,NaN,0.23722,0.29779,NaN,NaN,0.5128,NaN,NaN,NaN,0.43879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.54134,NaN,NaN,NaN,NaN,1.0953,NaN,NaN,1.2738,1.1479,2.1994,2.4703,4.3593,2.6133
Q147X3-2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.66392,1.2169,0.88019,1.0077,0.95361,0.6718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14814-4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.51347,0.57578,NaN,2.893,1.2664,1.8014,3.0916,2.811,1.942,1.4175,0.96412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14934-18,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1284,1.0282,NaN,1.2437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14974,3,0.22572,0.48069,1.0793,1.3816,0.94933,0.6984,0.64364,0.61849,0.65102,0.75842,0.7931,0.81113,0.95121,1.3855,1.3155,1.4326,1.7081,1.8786,1.549,1.6472,1.6797,1.9605,1.9414,2.171,2.2241,2.9256,2.23,2.5928,2.8058,2.2058,2.1917,2.3323,1.8639,1.7901,1.6087,1.8253,2.377,3.7065,4.4867,4.3011,3.205,1.7609,1.2662,0.89634,0.76426,0.64772,0.64152,0.53642,0.47821,0.72971,0.50793,0.33722,0.25136,0.23925,0.17481
Q14980,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14980-2,3,2.5299,4.4241,5.1814,4.0573,6.0499,5.4531,4.5785,2.8188,3.2962,NaN,2.3563,1.4031,NaN,NaN,NaN,1.1101,0.89108,0.78323,1.1233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14997,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.36145,0.72202,0.8192,0.94248,NaN,NaN,NaN,NaN,0.91231,1.7016,4.1456,2.7319,2.4078,1.5215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6173,NaN,NaN,NaN,NaN,0.59764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14C86-5,3,0.5947,0.42575,1.0344,1.4073,0.79738,NaN,0.70228,0.83041,0.87352,0.47832,0.52932,0.66715,0.46252,0.49233,0.71102,0.70957,0.91925,0.91541,0.88066,1.0508,0.52839,1.3345,1.3937,1.3382,1.3648,1.9604,1.5365,1.1022,1.3195,1.4847,1.5341,1.6305,1.4439,1.5506,1.8716,1.7779,2.1665,2.0367,2.0039,1.9633,1.8477,2.3261,1.9879,1.5484,0.5154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q14CX7,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15003,3,0.29559,0.44441,0.94236,1.7403,1.5628,0.78275,0.79948,0.80196,0.71368,0.58751,0.65411,0.77026,0.92304,1.3641,2.3556,3.3806,2.1257,0.72213,0.39416,0.3934,0.343,0.4486,0.55738,0.52152,0.36087,0.51855,0.58636,0.5638,0.62658,0.46088,0.42818,0.34595,0.29664,0.47498,0.29055,0.47976,0.84739,0.84984,0.70373,0.54126,0.45701,0.1216,0.17346,0.18566,0.12851,NaN,0.35399,NaN,NaN,NaN,NaN,0.22252,NaN,NaN,NaN
Q15004,3,NaN,NaN,NaN,NaN,NaN,NaN,4.9793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15007,3,1.2731,3.1524,3.4797,2.1991,3.8175,4.0475,3.5577,2.957,2.3344,0.78028,0.81341,0.89363,NaN,NaN,NaN,1.6365,1.792,1.6677,2.0988,1.3051,NaN,NaN,NaN,1.2184,0.91473,1.9907,1.2901,1.2553,1.3812,1.8649,1.6195,1.4408,2.5785,2.9566,2.8668,NaN,2.5246,2.3279,2.7775,NaN,3.2931,2.3974,1.2125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15008,3,0.19512,0.21363,0.35933,0.51026,0.33765,0.38502,0.62005,0.86037,1.1753,1.3912,2.1363,2.7543,2.8099,1.6041,1.6765,2.4829,2.6272,1.7419,0.78894,0.42933,0.2685,0.26568,0.23376,0.21308,0.16597,0.29651,0.29795,0.30208,0.34019,0.42903,0.77509,1.4329,2.2384,2.6529,3.1354,2.054,1.4051,0.5767,0.30727,0.25924,0.25633,0.2158,NaN,0.18226,0.15575,0.64648,1.0534,NaN,NaN,NaN,0.71386,0.20459,NaN,1.3852,0.28827
Q5JXX2,3,NaN,NaN,NaN,NaN,NaN,2.0304,1.918,1.224,1.5746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15018,3,0.13939,0.33116,0.56105,NaN,0.63056,0.52673,0.48343,0.48686,0.53872,0.85398,0.90494,1.0232,0.86201,1.2689,1.8162,2.9834,4.6516,5.4786,3.8797,1.7428,1.2962,1.3574,1.1073,0.94851,0.81078,1.0966,1.0667,0.92205,0.85555,1.1364,1.5002,3.0998,2.6193,1.8762,0.986,0.56014,0.42761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.23422,0.29924,0.38289,0.21407,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15019,3,0.1097,0.1808,0.22002,0.46302,0.35568,0.23228,0.23936,0.2746,0.30488,0.3206,0.37876,0.60609,1.2575,4.5614,4.5091,5.9086,4.5998,4.3556,3.0367,2.6334,2.2087,2.5953,2.0163,1.5513,1.1699,1.6588,2.0026,1.7333,2.3693,2.473,2.4275,2.8366,2.3449,1.9659,1.795,1.4445,1.2722,0.93451,0.67401,0.70333,0.51209,0.59758,0.33467,0.32242,0.30144,0.33455,0.24074,0.2801,0.31851,0.21303,NaN,0.16308,NaN,0.23086,0.20878
